image	C:/Users/diogo/OneDrive - Universidade de Lisboa/Ambiente de Trabalho/WORK/202402 - Paper SOTA/figs/fig2_new/tophat.png
intensity-scaling	0
gaussian-std	0
ridge-threshold	0.005
maximum-foreground	255
minimum-foreground	2
init-z	false
snake-point-spacing	1
minimum-snake-length	20
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.01
beta	0.1
gamma	4
external-factor	1
stretch-factor	0.2
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
3          15     135.115     252.542           0     89.2291     55.2933
3          16     135.531     251.631           0     83.2144     47.1683
3          17     136.062     250.783           0     79.0255     45.4512
3          18      136.68     249.997           0     77.6816     46.2766
3          19     137.367     249.269           0     81.9447     47.9903
3          20       138.1     248.588           0      90.925     50.7493
3          21     138.865     247.942           0     102.274     52.8851
3          22     139.657     247.331           0     105.301     56.8885
3          23     140.471     246.749           0     106.051     58.5817
3          24     141.301     246.191           0     102.515      59.235
3          25     142.135     245.638           0     94.1463     57.7144
3          26     142.974     245.092           0     88.3731     58.3215
3          27     143.818     244.554           0     81.4403     58.1073
3          28     144.671      244.03           0     83.6343     59.6191
3          29     145.532     243.522           0     85.6187     57.6678
3          30     146.395     243.014           0      96.922     55.9858
3          31     147.248     242.491           0      106.93     50.9574
3          32     148.078     241.932           0     131.884     45.9568
3          33      148.89     241.347           0     155.988     39.9072
3          34     149.693      240.75           0     174.958      33.062
3          35     150.523     240.191           0     175.668     28.1228
3          36     151.386     239.684           0     154.848      24.733
3          37     152.271     239.217           0     127.571     22.0591
3          38     153.151      238.74           0     114.784     19.2129
3          39         154     238.212           0     125.616     16.3556
3          40     154.802     237.613           0     154.616     14.0226
3          41     155.576     236.978           0     187.975     12.9416
3          42     156.348     236.342           0     188.896     14.4127
3          43     157.153     235.747           0     166.502     19.1573
3          44     158.007     235.226           0     117.947      29.123
3          45     158.901     234.777           0     86.7384     36.3753
3          46     159.811     234.361           0     74.4878     35.5719
3          47     160.721     233.944           0     73.3639     31.4809
3          48     161.624     233.513           0     72.7482     26.7055
3          49     162.526     233.079           0     75.9635      24.041
3          50     163.434      232.66           0     76.2714     24.3752
3          51     164.362     232.286           0      77.687     28.3302
3          52      165.32     231.995           0     80.0013     33.1057
3          53     166.308     231.837           0      75.435     38.6768
3          54     167.309      231.84           0     69.3096     46.9309
3          55     168.299     231.982           0     63.1189     53.9429
3          56     169.276     232.199           0     57.3063     54.2858
3          57     170.253     232.418           0     56.4222     48.8884
3          58     171.243     232.559           0     59.2394     40.0495
3          59     172.244     232.565           0     63.5453     32.7661
3          60     173.233     232.413           0     67.6869     30.5943
3          61     174.193     232.131           0     72.7313     30.2205
3          62     175.126     231.768           0     75.9692     27.8861
3          63     176.047     231.378           0     79.2184     25.3569
3          64     176.971     230.994           0     83.8052      22.263
3          65     177.918     230.669           0     80.0089      19.164
3          66     178.899     230.471           0     76.3983     18.3456
