image	C:/Users/diogo/OneDrive - Universidade de Lisboa/Ambiente de Trabalho/WORK/202402 - Paper SOTA/figs/fig2/skelorig.tif
intensity-scaling	0
gaussian-std	0
ridge-threshold	0.01
maximum-foreground	65535
minimum-foreground	0
init-z	true
snake-point-spacing	1
minimum-snake-length	4
maximum-iterations	10000
change-threshold	0.1
check-period	100
alpha	0.01
beta	0.1
gamma	2
external-factor	1
stretch-factor	0.2
number-of-background-radial-sectors	8
background-z-xy-ratio	2.88
radial-near	4
radial-far	8
delta	4
overlap-threshold	1
grouping-distance-threshold	4
grouping-delta	8
minimum-angle-for-soac-linking	2.1
damp-z	false

s           p           x           y           z      fg_int      bg_int
#1
7          17     251.253     571.796           0     13171.3           0
7          18     251.772     572.653           0     8820.89           0
7          19     252.365     573.461           0     7851.29           0
7          20     253.042       574.2           0     15147.3           0
7          21     253.858     574.783           0     15007.4           0
7          22      254.74      575.26           0     13224.1           0
7          23     255.602     575.771           0     8875.32           0
7          24     256.377     576.407           0     8215.56           0
7          25     257.099     577.102           0     12942.8           0
7          26     257.847      577.77           0     16018.2           0
7          27     258.699     578.297           0     5013.56           0
7          28     259.613     578.709           0     9522.85           0
7          29     260.539     579.093           0     17210.1     207.877
7          30     261.461     579.488           0     7472.79     569.907
7          31     262.373     579.904           0     13625.8     2017.87
7          32     263.275     580.341           0     11287.4     37.5098
7          33     264.192     580.745           0     19111.2           0
7          34     265.139     581.074           0     23119.3           0
7          35     266.088     581.398           0     12341.8           0
7          36     267.001     581.811           0     14005.7           0
7          37     267.914     582.225           0     10362.6           0
7          38     268.853     582.576           0     5403.25           0
7          39     269.822     582.834           0     7808.36           0
7          40     270.784     583.115           0     13653.8           0
7          41     271.704     583.513           0     12729.3     56.0948
7          42      272.64     583.872           0     27539.4     317.516
7          43     273.586     584.202           0     23138.3     4.38913
7          44     274.519     584.569           0     13201.9           0
7          45     275.429      584.99           0       23138           0
7          46     276.333     585.422           0       10423           0
7          47     277.238     585.853           0     18740.4           0
7          48     278.124     586.323           0     14854.2           0
7          49     279.005     586.801           0     13302.9           0
7          50     279.907     587.238           0     10190.5           0
7          51     280.841     587.603           0     4459.85           0
7          52     281.802     587.889           0     5741.81           0
7          53      282.76     588.184           0      9040.2           0
7          54     283.702     588.527           0     10960.7     409.686
7          55     284.661     588.817           0     26973.1           0
7          56     285.637     589.047           0     37080.6           0
7          57     286.616     589.262           0       34572     302.182
7          58     287.617     589.217           0       28689     4278.75
7          59     288.611     589.083           0     22088.5     1206.96
7          60     289.611     589.012           0     18544.8 0.000740441
7          61     290.611     588.954           0     14953.6           0
7          62     291.602     588.802           0     11258.5     851.578
7          63     292.543     588.456           0      7761.8     1643.56
7          64     293.344     587.853           0     16530.5      2608.4
7          65     293.861     586.995           0     132.181    0.722577
7          66     294.384      586.14           0     23636.2      19.061
7          67     295.182     585.533           0     11715.2     1185.56
7          68      296.09      585.11           0     13197.3      4218.8
7          69     296.987     584.663           0     8854.58     2299.99
